"","County","Province_State","FIPS","Country_Region","Lat","Long_","Combined_Key","Last_Update.x","Confirmed.x","Deaths.x","Recovered.x","Active.x","Incidence_Rate.x","Case.Fatality_Ratio.x","Last_Update.y","Confirmed.y","Deaths.y","Recovered.y","Active.y","Incidence_Rate.y","Case.Fatality_Ratio.y","NEVER","RARELY","SOMETIMES","FREQUENTLY","ALWAYS","GDP 2018","Population_Count_2019","Percent.of.adults.with.less.than.a.high.school.diploma..2014.18","Percent.of.adults.with.a.high.school.diploma.only..2014.18","Percent.of.adults.completing.some.college.or.associate.s.degree..2014.18","Percent.of.adults.with.a.bachelor.s.degree.or.higher..2014.18","Median_Age"
"159","Etowah","Alabama",1055,"US",34.04567266,-86.04051873,"Etowah, Alabama, US","2020-06-16 04:33:09",330,12,0,318,322.681581726444,3.63636363636364,"2020-07-20 05:34:40",1307,15,0,1292,1278.0146282317,1.14766641162969,0.096,0.103,0.178,0.122,0.501,2803470,102611,15.5,32.9,33.9,17.7,41.5
"160","Fairfield","Connecticut",9001,"US",41.26809896,-73.3881171,"Fairfield, Connecticut, US","2020-06-16 04:33:09",16338,1347,0,14991,1731.94591087761,8.24458318031583,"2020-07-20 05:34:40",17069,1395,0,15674,1809.43718648366,8.17271076220048,0.027,0.019,0.06,0.114,0.78,77951236,943971,10.1,21.7,20.9,47.4,40.6
"161","Faulkner","Arkansas",5045,"US",35.14719007,-92.33717519,"Faulkner, Arkansas, US","2020-06-16 04:33:09",172,3,0,169,136.500353154983,1.74418604651163,"2020-07-20 05:34:40",905,4,0,901,718.214067472442,0.441988950276243,0.066,0.027,0.077,0.403,0.426,3683719,125138,8.7,30.5,30.7,30,33.3
"162","Fauquier","Virginia",51061,"US",38.73564842,-77.80647472,"Fauquier, Virginia, US","2020-06-16 04:33:09",386,6,0,380,541.967369632979,1.55440414507772,"2020-07-20 05:34:40",528,8,0,520,741.343966751846,1.51515151515152,0.04,0.013,0.042,0.133,0.772,2648940,70642,7.8,26.8,29.6,35.9,40.2
"163","Fayette","Georgia",13113,"US",33.41357794,-84.49089434,"Fayette, Georgia, US","2020-06-16 04:33:09",261,15,0,246,228.104980729062,5.74712643678161,"2020-07-20 05:34:40",654,20,0,634,571.573399987764,3.05810397553517,0.06,0.086,0.131,0.218,0.505,4314130,113181,5.2,20.7,27.5,46.5,43.1
"164","Fayette","Kentucky",21067,"US",38.0368225,-84.45576892,"Fayette, Kentucky, US","2020-06-16 04:33:09",1064,17,0,1047,329.25682031985,1.59774436090226,"2020-07-20 05:34:40",2111,41,0,2070,653.252958360153,1.94220748460445,0.031,0.051,0.066,0.202,0.65,19202370,322426,9.1,20,27.9,42.9,35
"165","Flagler","Florida",12035,"US",29.45933576,-81.31508595,"Flagler, Florida, US","2020-06-16 04:33:09",207,5,0,202,179.873306627506,2.41545893719807,"2020-07-20 05:34:40",650,7,0,643,564.819561873811,1.07692307692308,0.079,0.05,0.113,0.157,0.602,2159015,112085,8,33.9,33.7,24.4,52.2
"166","Flathead","Montana",30029,"US",48.29575866,-114.0520569,"Flathead, Montana, US","2020-06-16 04:33:09",39,2,0,37,37.5700826541818,5.12820512820513,"2020-07-20 05:34:40",120,2,0,118,115.60025432056,1.66666666666667,0.076,0.167,0.159,0.224,0.374,3726973,102017,6.1,29.9,34.1,29.9,42.4
"167","Floyd","Georgia",13115,"US",34.26268279,-85.21577392,"Floyd, Georgia, US","2020-06-16 04:33:09",371,15,0,356,376.657394058763,4.04312668463612,"2020-07-20 05:34:40",860,15,0,845,873.114174907105,1.74418604651163,0.186,0.036,0.234,0.148,0.395,3787411,97964,19,33.1,27.5,20.4,38.2
"168","Forrest","Mississippi",28035,"US",31.18961454,-89.25832496,"Forrest, Mississippi, US","2020-06-16 04:33:09",681,41,0,640,909.248701550129,6.02055800293686,"2020-07-20 05:34:40",1161,45,0,1116,1550.12884361189,3.87596899224806,0.072,0.042,0.091,0.267,0.527,3614553,74912,13,26.6,32.7,27.6,33.2
"169","Forsyth","Georgia",13117,"US",34.22604035,-84.1231513,"Forsyth, Georgia, US","2020-06-16 04:33:09",598,13,0,585,244.829110918232,2.17391304347826,"2020-07-20 05:34:40",1372,16,0,1356,561.714950133469,1.16618075801749,0.035,0.048,0.083,0.193,0.641,8676090,236993,7.2,16.6,24.5,51.7,38.8
"170","Franklin","Massachusetts",25011,"US",42.58119713,-72.58602547,"Franklin, Massachusetts, US","2020-06-16 04:33:09",353,51,0,302,502.992305500142,14.4475920679887,"2020-07-20 05:34:40",391,58,0,333,557.138785978911,14.8337595907928,0.043,0.011,0.028,0.156,0.762,2807921,70611,6.9,28,27.9,37.2,47.4
"171","Franklin","Missouri",29071,"US",38.41127108,-91.07522826,"Franklin, Missouri, US","2020-06-16 04:33:09",168,18,0,150,161.58973520444,10.7142857142857,"2020-07-20 05:34:40",354,18,0,336,340.492656323641,5.08474576271186,0.122,0.086,0.1,0.233,0.458,4003073,103716,12,32.8,35.2,20.1,41.5
"172","Franklin","Washington",53021,"US",46.53351425,-118.9018212,"Franklin, Washington, US","2020-06-16 04:33:09",946,26,0,920,993.467896074437,2.74841437632135,"2020-07-20 05:34:40",2753,42,0,2711,2891.13860242381,1.52560842717036,0.106,0.013,0.059,0.069,0.753,3557186,94003,25.2,26,31.5,17.3,30.4
"173","Frederick","Maryland",24021,"US",39.47296601,-77.39999394,"Frederick, Maryland, US","2020-06-16 04:33:09",2298,114,0,2184,885.388773516935,4.96083550913838,"2020-07-20 05:34:40",2722,120,0,2602,1048.75032267759,4.40852314474651,0.028,0.036,0.062,0.113,0.762,12479134,254943,7.6,24.3,27.5,40.6,38.7
"174","Fresno","California",6019,"US",36.75733899,-119.6466953,"Fresno, California, US","2020-06-16 04:33:09",2706,55,0,2651,270.843488295978,2.03252032520325,"2020-07-20 05:34:40",9954,100,0,9854,996.295669807157,1.00462125778581,0.021,0.022,0.059,0.156,0.741,43436946,991950,24.7,22.9,31.7,20.7,32.7
"175","Fulton","Georgia",13121,"US",33.79216944,-84.46319413,"Fulton, Georgia, US","2020-06-16 04:33:09",5157,290,0,4867,484.709151011761,5.62342447159201,"2020-07-20 05:34:40",13117,339,0,12778,1232.87375098338,2.58443241594877,0.026,0.036,0.089,0.187,0.662,152383941,1050131,7.9,18.3,22.4,51.4,35.9
"176","Gallatin","Montana",30031,"US",45.54486106,-111.1692571,"Gallatin, Montana, US","2020-06-16 04:33:09",188,1,0,187,164.286837827918,0.531914893617021,"2020-07-20 05:34:40",581,1,0,580,507.71623818096,0.172117039586919,0.132,0.093,0.115,0.213,0.448,5178452,111682,3.3,18.8,28.9,49,33.1
"177","Garland","Arkansas",5051,"US",34.57692074,-93.14921604,"Garland, Arkansas, US","2020-06-16 04:33:09",165,1,0,164,166.019358863421,0.606060606060606,"2020-07-20 05:34:40",473,5,0,468,475.922162075141,1.05708245243129,0.025,0.102,0.068,0.21,0.596,3051825,98966,11.6,31.5,36.7,20.2,45.1
"178","Genesee","Michigan",26049,"US",43.02244215,-83.70589709,"Genesee, Michigan, US","2020-06-16 04:33:09",2583,282,0,2301,636.500062836824,10.917537746806,"2020-07-20 05:34:40",3087,292,0,2795,760.695197048887,9.45902170391966,0.032,0.043,0.104,0.288,0.533,13455676,406688,9.6,31.9,37.6,20.9,40.4
"179","Glynn","Georgia",13127,"US",31.23279254,-81.53811412,"Glynn, Georgia, US","2020-06-16 04:33:09",190,3,0,187,222.764151385828,1.57894736842105,"2020-07-20 05:34:40",1834,12,0,1822,2150.26028232425,0.654307524536532,0.048,0.071,0.145,0.251,0.485,3524216,84975,12.1,27,31.3,29.6,42.1
"180","Grant","Washington",53025,"US",47.20753737,-119.4500749,"Grant, Washington, US","2020-06-16 04:33:09",264,5,0,259,270.123704378255,1.89393939393939,"2020-07-20 05:34:40",950,8,0,942,972.036057421751,0.842105263157895,0.032,0.052,0.108,0.146,0.661,5472287,96672,23.9,26.6,31.9,17.6,33.3
"181","Greene","Missouri",29077,"US",37.2575872,-93.34230916,"Greene, Missouri, US","2020-06-16 04:33:09",193,9,0,184,65.8509788935671,4.66321243523316,"2020-07-20 05:34:40",625,9,0,616,213.247988644971,1.44,0.099,0.082,0.128,0.272,0.418,15023186,291054,8.4,28.2,33.3,30.2,36.3
"182","Greene","Tennessee",47059,"US",36.17470125,-82.84691273,"Greene, Tennessee, US","2020-06-16 04:33:09",53,2,0,51,76.734859343555,3.77358490566038,"2020-07-20 05:34:40",209,3,0,206,302.595954769868,1.43540669856459,0.125,0.178,0.033,0.254,0.41,2153404,69164,16.4,42.4,25.8,15.3,45
"183","Gwinnett","Georgia",13135,"US",33.96044201,-84.02137802,"Gwinnett, Georgia, US","2020-06-16 04:33:09",5308,155,0,5153,566.94259012016,2.92012057272042,"2020-07-20 05:34:40",13444,198,0,13246,1435.94125500668,1.47277595953585,0.036,0.054,0.081,0.19,0.639,44198573,927337,12.3,22.8,28.8,36.1,35.8
"184","Hall","Georgia",13139,"US",34.32207823,-83.81896936,"Hall, Georgia, US","2020-06-16 04:33:09",2755,55,0,2700,1347.57705156989,1.99637023593466,"2020-07-20 05:34:40",4394,66,0,4328,2149.27534105194,1.50204824761038,0.061,0.069,0.128,0.198,0.545,8764977,201538,21.6,27.5,26.9,24,38.4
"185","Hamilton","Tennessee",47065,"US",35.17670231,-85.16652245,"Hamilton, Tennessee, US","2020-06-16 04:33:09",1731,20,0,1711,470.631096997314,1.15540150202195,"2020-07-20 05:34:40",4233,40,0,4193,1150.88471033485,0.944956295771321,0.116,0.116,0.129,0.229,0.411,23273742,364293,10.8,27.5,30.5,31.2,39.6
"186","Hampden","Massachusetts",25013,"US",42.13440424,-72.63235561,"Hampden, Massachusetts, US","2020-06-16 04:33:09",6489,640,0,5849,1391.37855617404,9.86284481430113,"2020-07-20 05:34:40",7140,682,0,6458,1530.96669611383,9.55182072829132,0.013,0.017,0.055,0.13,0.786,20997698,468388,14.7,29.5,28.7,27.2,39.1
"187","Hampshire","Massachusetts",25015,"US",42.33997957,-72.65898478,"Hampshire, Massachusetts, US","2020-06-16 04:33:09",926,103,0,823,575.763228253435,11.1231101511879,"2020-07-20 05:34:40",1039,120,0,919,646.023751787602,11.5495668912416,0.011,0.006,0.017,0.109,0.857,6838493,161139,5.6,23.6,24.3,46.5,37.7
"188","Hanover","Virginia",51085,"US",37.7583355,-77.49464673,"Hanover, Virginia, US","2020-06-16 04:33:09",374,25,0,349,347.048234136926,6.68449197860963,"2020-07-20 05:34:40",514,30,0,484,476.959337824546,5.83657587548638,0.043,0.052,0.087,0.25,0.568,5346260,106886,6.9,25.6,28.3,39.2,42
"189","Hardin","Kentucky",21093,"US",37.6976111,-85.96319251,"Hardin, Kentucky, US","2020-06-16 04:33:09",133,4,0,129,119.865174210061,3.00751879699248,"2020-07-20 05:34:40",355,7,0,348,319.940878530615,1.97183098591549,0.057,0.062,0.106,0.217,0.558,4763191,110279,9.5,30.3,37.1,23,38.1
"190","Harford","Maryland",24025,"US",39.55010644,-76.3077594,"Harford, Maryland, US","2020-06-16 04:33:09",1019,58,0,961,398.917949741819,5.6918547595682,"2020-07-20 05:34:40",1412,66,0,1346,552.769524077967,4.6742209631728,0.008,0.009,0.037,0.168,0.778,11877161,253882,7.2,26.6,30.4,35.8,41.1
"191","Harrison","Mississippi",28047,"US",30.51359752,-89.12467576,"Harrison, Mississippi, US","2020-06-16 04:33:09",367,7,0,360,176.37447135717,1.90735694822888,"2020-07-20 05:34:40",1387,18,0,1369,666.570549788543,1.29776496034607,0.093,0.071,0.142,0.237,0.457,7904206,206284,12.9,29.4,35.4,22.3,37.3
"192","Hartford","Connecticut",9003,"US",41.80283011,-72.73103891,"Hartford, Connecticut, US","2020-06-16 04:33:09",11231,1328,0,9903,1259.47606872112,11.824414566824,"2020-07-20 05:34:40",12046,1403,0,10643,1350.87247117929,11.6470197575959,0.015,0.023,0.065,0.13,0.767,75991079,892580,10.5,26.9,24.9,37.8,40.3
"193","Hennepin","Minnesota",27053,"US",45.00761521,-93.47694895,"Hennepin, Minnesota, US","2020-06-16 04:33:09",10281,720,0,9561,812.186029389111,7.00320980449373,"2020-07-20 05:34:40",14734,802,0,13932,1163.96741144044,5.44319261571875,0.021,0.044,0.096,0.243,0.596,122552072,1257925,6.8,16.7,27.3,49.2,36.8
"194","Henrico","Virginia",51087,"US",37.53460572,-77.39326555,"Henrico, Virginia, US","2020-06-16 04:33:09",2289,136,0,2153,691.921237659378,5.94145915246833,"2020-07-20 05:34:40",3037,175,0,2862,918.027435024696,5.76226539348041,0.04,0.037,0.071,0.191,0.662,25115683,328993,8.5,21.7,26.8,42.9,39.1
"195","Henry","Georgia",13151,"US",33.4533428,-84.1481466,"Henry, Georgia, US","2020-06-16 04:33:09",852,30,0,822,363.231739291698,3.52112676056338,"2020-07-20 05:34:40",2163,34,0,2129,922.148183201811,1.57189089227924,0.103,0.048,0.091,0.181,0.578,5456897,229728,9.6,31.1,31,28.3,36.9
"196","Hernando","Florida",12053,"US",28.55364461,-82.42700204,"Hernando, Florida, US","2020-06-16 04:33:09",141,5,0,136,72.710396039604,3.54609929078014,"2020-07-20 05:34:40",1179,13,0,1166,607.982673267327,1.10262934690416,0.09,0.04,0.091,0.19,0.589,3817718,190582,12.6,36.4,33.5,17.5,49.1
"197","Highlands","Florida",12055,"US",27.34254618,-81.34071957,"Highlands, Florida, US","2020-06-16 04:33:09",172,9,0,163,161.926549364062,5.23255813953488,"2020-07-20 05:34:40",765,15,0,750,720.19657129946,1.96078431372549,0.025,0.056,0.145,0.138,0.635,2538660,104933,15.3,38,29.8,17,54.2
"198","Hillsborough","Florida",12057,"US",27.9276559,-82.32013172,"Hillsborough, Florida, US","2020-06-16 04:33:09",3826,99,0,3727,259.924128785408,2.58755880815473,"2020-07-20 05:34:40",23706,235,0,23471,1610.49696732538,0.991310216822745,0.023,0.031,0.069,0.155,0.722,79951440,1451919,11.6,27.1,28.6,32.7,37.8
"199","Hinds","Mississippi",28049,"US",32.2656285,-90.44435448,"Hinds, Mississippi, US","2020-06-16 04:33:09",1308,27,0,1281,564.182194616977,2.06422018348624,"2020-07-20 05:34:40",3579,70,0,3509,1543.73706004141,1.95585359038838,0.019,0.096,0.115,0.183,0.588,11214681,235824,13,24.8,33.1,29.1,35.8
"200","Honolulu","Hawaii",15003,"US",21.45803166,-157.9712182,"Honolulu, Hawaii, US","2020-06-16 04:33:09",501,11,0,490,51.4076565599145,2.19560878243513,"2020-07-20 05:34:40",1065,17,0,1048,109.279748974669,1.5962441314554,0.011,0.012,0.027,0.151,0.798,61095819,979858,8.3,26.2,31.1,34.3,38.4
"201","Houston","Alabama",1069,"US",31.15197924,-85.29939599,"Houston, Alabama, US","2020-06-16 04:33:09",315,5,0,310,297.500991669972,1.58730158730159,"2020-07-20 05:34:40",834,8,0,826,787.669292230974,0.959232613908873,0.085,0.079,0.135,0.268,0.433,4349489,104770,14.3,31.6,33,21,40.4
"202","Houston","Georgia",13153,"US",32.45802497,-83.66879087,"Houston, Georgia, US","2020-06-16 04:33:09",446,20,0,426,282.523453880897,4.48430493273543,"2020-07-20 05:34:40",1217,33,0,1184,770.921621912671,2.71158586688578,0.032,0.079,0.136,0.172,0.581,6039600,155523,9.1,27.2,36.4,27.3,35.6
"203","Howard","Maryland",24027,"US",39.25305293,-76.93126208,"Howard, Maryland, US","2020-06-16 04:33:09",2350,75,0,2275,721.545027480119,3.19148936170213,"2020-07-20 05:34:40",3097,98,0,2999,950.904234087629,3.16435259928964,0.024,0.015,0.067,0.17,0.723,23953910,322621,4.5,14,20.2,61.4,38.9
"204","Humboldt","California",6023,"US",40.69923009,-123.876044,"Humboldt, California, US","2020-06-16 04:33:09",106,4,0,102,78.1953112320925,3.77358490566038,"2020-07-20 05:34:40",181,4,0,177,133.522182386875,2.20994475138122,0.042,0.006,0.018,0.069,0.865,6118687,136244,9.7,23.5,37.1,29.8,38.4
"205","Imperial","California",6025,"US",33.0393082,-115.3669042,"Imperial, California, US","2020-06-16 04:33:09",4298,47,0,4251,2371.76834147284,1.09353187529083,"2020-07-20 05:34:40",8531,161,0,8370,4707.66768755346,1.8872347907631,0.001,0.005,0.03,0.128,0.836,8038068,181523,31,24.5,30,14.5,32.3
"206","Ingham","Michigan",26065,"US",42.59716886,-84.37472069,"Ingham, Michigan, US","2020-06-16 04:33:09",822,29,0,793,281.115982572177,3.52798053527981,"2020-07-20 05:34:40",1287,29,0,1258,440.141447165927,2.25330225330225,0.062,0.03,0.076,0.237,0.595,14491884,291612,7.3,21.7,32.5,38.5,32.4
"207","Isabella","Michigan",26073,"US",43.64060976,-84.84664923,"Isabella, Michigan, US","2020-06-16 04:33:09",97,8,0,89,138.825280512938,8.24742268041237,"2020-07-20 05:34:40",183,8,0,175,261.907487978017,4.37158469945355,0.096,0.057,0.112,0.191,0.544,2263492,70463,8.4,31.5,31,29.2,29.5
"208","Island","Washington",53029,"US",48.14713305,-122.5216407,"Island, Washington, US","2020-06-16 04:33:09",182,11,0,171,213.763051878648,6.04395604395604,"2020-07-20 05:34:40",215,11,0,204,252.522286559942,5.11627906976744,0.015,0.009,0.066,0.15,0.759,2779987,84227,4.7,22.4,39.9,33,42.8
"209","Jackson","Georgia",13157,"US",34.13794553,-83.56814788,"Jackson, Georgia, US","2020-06-16 04:33:09",262,7,0,255,359.017224605013,2.67175572519084,"2020-07-20 05:34:40",618,12,0,606,846.842155747701,1.94174757281553,0.125,0.085,0.117,0.24,0.434,2647300,70325,16.3,32.3,30.4,21,37
"210","Jackson","Michigan",26075,"US",42.24807035,-84.42258681,"Jackson, Michigan, US","2020-06-16 04:33:09",487,30,0,457,307.236136521355,6.16016427104723,"2020-07-20 05:34:40",580,32,0,548,365.907513721532,5.51724137931035,0.11,0.08,0.133,0.166,0.511,5662101,158566,9.4,33,36.3,21.4,41.3
"211","Jackson","Mississippi",28059,"US",30.54020656,-88.64184064,"Jackson, Mississippi, US","2020-06-16 04:33:09",367,16,0,351,255.540778598634,4.35967302452316,"2020-07-20 05:34:40",1081,21,0,1060,752.696407806875,1.94264569842738,0.077,0.092,0.12,0.24,0.472,7522803,143127,11.1,31.5,36.6,20.8,39.6
"212","Jackson","Missouri",29095,"US",39.01002188,-94.34724536,"Jackson, Missouri, US","2020-06-16 04:33:09",865,22,0,843,123.042171459622,2.54335260115607,"2020-07-20 05:34:40",1912,47,0,1865,271.972984775487,2.4581589958159,0.027,0.066,0.088,0.21,0.609,42122646,700784,9.7,28.4,31,30.9,37.2
"213","Jackson","Oregon",41029,"US",42.43201126,-122.7289309,"Jackson, Oregon, US","2020-06-16 04:33:09",82,0,0,82,37.1134767180824,0,"2020-07-20 05:34:40",238,0,0,238,107.719603157361,0,0.044,0.077,0.075,0.138,0.665,8219635,219411,10.4,26.3,36,27.4,43.7
"214","Jasper","Missouri",29097,"US",37.20351921,-94.34050458,"Jasper, Missouri, US","2020-06-16 04:33:09",139,0,0,139,114.565475405512,0,"2020-07-20 05:34:40",1239,17,0,1222,1021.19873401029,1.37207425343019,0.138,0.152,0.147,0.176,0.388,5292144,120455,13,34.3,29.8,22.9,36.1
"215","Jefferson","Alabama",1073,"US",33.55554728,-86.895063,"Jefferson, Alabama, US","2020-06-16 04:33:09",2537,117,0,2420,385.226846530301,4.6117461568782,"2020-07-20 05:34:40",8640,183,0,8457,1311.92745527071,2.11805555555556,0.049,0.037,0.107,0.179,0.628,41774355,659429,10.3,26.8,30.6,32.4,38.3
"216","Jefferson","Arkansas",5069,"US",34.26767081,-91.92619839,"Jefferson, Arkansas, US","2020-06-16 04:33:09",633,28,0,605,947.264455884114,4.42338072669826,"2020-07-20 05:34:40",1023,30,0,993,1530.88710642883,2.93255131964809,0.042,0.036,0.172,0.173,0.577,2917078,68067,14,38.5,29.7,17.8,39.6
"217","Jefferson","Colorado",8059,"US",39.58635604,-105.2517692,"Jefferson, Colorado, US","2020-06-16 04:33:09",2466,198,0,2268,423.070918420741,8.02919708029197,"2020-07-20 05:34:40",3282,218,0,3064,563.065188263127,6.64229128580134,0.028,0.031,0.075,0.194,0.673,29445620,579392,5.6,20.6,29.7,44.1,40.2
"218","Jefferson","Colorado",8059,"US",39.58635604,-105.2517692,"Jefferson, Colorado, US","2020-06-16 04:33:09",2466,198,0,2268,423.070918420741,8.02919708029197,"2020-07-20 05:34:40",3282,218,0,3064,563.065188263127,6.64229128580134,0.028,0.031,0.075,0.194,0.673,23729173,579392,5.6,20.6,29.7,44.1,40.2
"219","Jefferson","Kentucky",21111,"US",38.18664655,-85.65931031,"Jefferson, Kentucky, US","2020-06-16 04:33:09",3363,176,0,3187,438.600495332941,5.23342253939935,"2020-07-20 05:34:40",5170,215,0,4955,674.26837968222,4.15860735009671,0.036,0.048,0.083,0.23,0.602,49831577,768101,10,26.8,30.4,32.7,38.5
"220","Jefferson","Missouri",29099,"US",38.25926778,-90.53870896,"Jefferson, Missouri, US","2020-06-16 04:33:09",378,19,0,359,167.939541764965,5.02645502645503,"2020-07-20 05:34:40",711,22,0,689,315.886280938862,3.09423347398031,0.042,0.117,0.178,0.216,0.447,4756553,224410,11.2,31.8,36.9,20.2,40.3
"221","Johnson","Iowa",19103,"US",41.67169354,-91.58754744,"Johnson, Iowa, US","2020-06-16 04:33:09",643,8,0,635,425.433373031626,1.24416796267496,"2020-07-20 05:34:40",1628,10,0,1618,1077.14701601164,0.614250614250614,0.014,0.044,0.069,0.2,0.673,8385942,150549,4.7,16.2,26.1,53,30.7
"222","Johnson","Kansas",20091,"US",38.88548175,-94.82250877,"Johnson, Kansas, US","2020-06-16 04:33:09",1075,72,0,1003,178.452559009696,6.69767441860465,"2020-07-20 05:34:40",3744,96,0,3648,621.512912495165,2.56410256410256,0.029,0.019,0.075,0.224,0.654,43264041,598127,4.1,14.4,26.2,55.3,37.8
"223","Jones","Mississippi",28067,"US",31.62257767,-89.168969,"Jones, Mississippi, US","2020-06-16 04:33:09",881,39,0,842,1293.72375106464,4.42678774120318,"2020-07-20 05:34:40",1346,53,0,1293,1976.56318834621,3.93759286775632,0.069,0.079,0.118,0.169,0.565,2559289,68196,16.7,30.5,32.2,20.5,37
"224","Josephine","Oregon",41033,"US",42.3665549,-123.5561938,"Josephine, Oregon, US","2020-06-16 04:33:09",23,1,0,22,26.2896201721399,4.34782608695652,"2020-07-20 05:34:40",70,1,0,69,80.0118874804257,1.42857142857143,0.028,0.056,0.072,0.192,0.652,2554777,87150,9.8,30.9,42.1,17.2,46.7
"225","Kalamazoo","Michigan",26077,"US",42.24542231,-85.53038622,"Kalamazoo, Michigan, US","2020-06-16 04:33:09",955,63,0,892,360.287626477934,6.59685863874346,"2020-07-20 05:34:40",1327,73,0,1254,500.630031765673,5.50113036925396,0.02,0.059,0.062,0.167,0.693,12530386,264680,6.4,22,33.5,38.1,34.8
"226","Kane","Illinois",17089,"US",41.93842729,-88.42861412,"Kane, Illinois, US","2020-06-16 04:33:09",7128,229,0,6899,1338.83543105505,3.21268237934905,"2020-07-20 05:34:40",8361,289,0,8072,1570.42691344714,3.45652433919388,0.013,0.026,0.048,0.165,0.748,21846847,532720,15.9,22.5,28.4,33.1,38.2
"227","Kankakee","Illinois",17091,"US",41.13746989,-87.86205334,"Kankakee, Illinois, US","2020-06-16 04:33:09",1071,58,0,1013,974.859369026597,5.41549953314659,"2020-07-20 05:34:40",1504,66,0,1438,1368.99018769001,4.38829787234043,0.044,0.084,0.096,0.249,0.527,4370611,109953,12.1,33.6,33.3,21,38.7
"228","Kauai","Hawaii",15007,"US",22.03935037,-159.5966786,"Kauai, Hawaii, US","2020-06-16 04:33:09",21,0,0,21,29.0484555904444,0,"2020-07-20 05:34:40",43,0,0,43,59.48017097091,0,0,0.021,0.046,0.108,0.825,4083693,72168,8.2,30.1,32.2,29.5,42.2
"229","Kendall","Illinois",17093,"US",41.59081014,-88.42869583,"Kendall, Illinois, US","2020-06-16 04:33:09",881,19,0,862,682.998682068377,2.1566401816118,"2020-07-20 05:34:40",1125,21,0,1104,872.160632607179,1.86666666666667,0.001,0.009,0.065,0.136,0.788,2910561,127717,7.9,23.4,33.3,35.4,35.9
"230","Kennebec","Maine",23011,"US",44.40759555,-69.76738544,"Kennebec, Maine, US","2020-06-16 04:33:09",136,9,0,127,111.200143906069,6.61764705882353,"2020-07-20 05:34:40",147,10,0,137,120.194273192589,6.80272108843537,0.016,0.074,0.125,0.245,0.54,5025676,122044,8.3,32.9,31.8,27.1,45.1
"231","Kent","Delaware",10001,"US",39.08646628,-75.56884914,"Kent, Delaware, US","2020-06-16 04:33:09",1565,83,0,1482,865.664376666335,5.30351437699681,"2020-07-20 05:34:40",2000,86,0,1914,1106.2803535672,4.3,0.026,0.006,0.106,0.051,0.811,6700040,178540,12.9,33.2,30.4,23.6,37.9
"232","Kent","Michigan",26081,"US",43.03197711,-85.54934642,"Kent, Michigan, US","2020-06-16 04:33:09",4463,115,0,4348,679.346378366859,2.5767421017253,"2020-07-20 05:34:40",6335,147,0,6188,964.297402409602,2.32044198895028,0.019,0.061,0.063,0.215,0.641,38895591,653350,9.7,24.4,30.7,35.2,35.5
"233","Kenton","Kentucky",21117,"US",38.93950319,-84.53241199,"Kenton, Kentucky, US","2020-06-16 04:33:09",690,36,0,654,413.178600941329,5.21739130434783,"2020-07-20 05:34:40",1053,37,0,1016,630.546473610462,3.51377018043685,0.052,0.056,0.146,0.245,0.5,6947960,166292,10.3,28.7,30.6,30.4,37.8
"234","Kern","California",6029,"US",35.34329425,-118.7277796,"Kern, California, US","2020-06-16 04:33:09",3367,53,0,3314,374.027162792351,1.57410157410157,"2020-07-20 05:34:40",8447,105,0,8342,938.344949244725,1.24304486800047,0.022,0.028,0.105,0.177,0.668,49864234,893758,26.2,27.7,30,16.1,31.9
"235","King","Washington",53033,"US",47.49137892,-121.8346131,"King, Washington, US","2020-06-16 04:33:09",8785,592,0,8193,389.962277752574,6.73875924871941,"2020-07-20 05:34:40",13153,635,0,12518,583.855872427958,4.82779594008971,0.016,0.02,0.05,0.191,0.724,277122158,2228364,7,15.2,26.3,51.4,36.9
"236","Kings","California",6031,"US",36.07409056,-119.8159973,"Kings, California, US","2020-06-16 04:33:09",1831,6,0,1825,1197.20151693475,0.327689787001638,"2020-07-20 05:34:40",3247,41,0,3206,2123.05479272918,1.26270403449338,0.075,0.016,0.049,0.094,0.766,5648724,151382,26.3,25.5,34.7,13.5,31.8
"237","Kitsap","Washington",53035,"US",47.63479026,-122.6436061,"Kitsap, Washington, US","2020-06-16 04:33:09",178,2,0,176,65.5682148869317,1.12359550561798,"2020-07-20 05:34:40",389,2,0,387,143.292334780991,0.51413881748072,0.024,0.003,0.051,0.136,0.786,11512963,269276,5.6,22.6,39.6,32.2,39.5
"238","Klamath","Oregon",41035,"US",42.68762984,-121.6496461,"Klamath, Oregon, US","2020-06-16 04:33:09",53,0,0,53,77.6693338022802,0,"2020-07-20 05:34:40",150,1,0,149,219.818869251737,0.666666666666667,0.097,0.031,0.062,0.227,0.583,2234621,67687,12.6,30.1,37.9,19.4,41.3
"239","Knox","Tennessee",47093,"US",35.99508821,-83.94635435,"Knox, Tennessee, US","2020-06-16 04:33:09",560,5,0,555,119.069640856196,0.892857142857143,"2020-07-20 05:34:40",2322,18,0,2304,493.713760835869,0.775193798449612,0.036,0.032,0.144,0.209,0.579,24573575,466258,9,25.8,28.5,36.7,37.7
"240","Kootenai","Idaho",16055,"US",47.67282258,-116.7020872,"Kootenai, Idaho, US","2020-06-16 04:33:09",98,0,0,98,59.1441003759875,0,"2020-07-20 05:34:40",1048,1,0,1047,632.47976728607,0.0954198473282443,0.146,0.105,0.17,0.22,0.359,5529281,161209,7.5,27.1,40.4,24.9,40.7
